year,state,state_po,district,office,county_name,county_fips,jurisdiction,precinct,candidate,party,party_abbr,mode,votes,source_file,drop_reason
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 4,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,RAY 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 5,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 6,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 9,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 10,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 13,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 14,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,ASHLAND 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,BAKER,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 4,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 5,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,RAY 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 6,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 7,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 10,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 11,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 3,WRITEIN,,,ABSENTEE,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,GREEN 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,GREEN 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,HARRISON,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 4,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 5,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 6,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,RAY 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,RAY 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 2,WRITEIN,,,ABSENTEE,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 4,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 5,WRITEIN,,,ABSENTEE,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 6,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 7,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 8,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 9,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 10,WRITEIN,,,ABSENTEE,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 11,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 12,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 13,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 14,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,BAKER,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 5,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 6,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 4,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 7,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 8,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 11,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 12,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,CLAY 3,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,GREEN 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,GREEN 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,HARRISON,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JACKSON 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,JEFFERSON 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,MADISON 6,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,RAY 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 4,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 5,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 8,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 9,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 12,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 13,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,WASHINGTON 14,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,ASHLAND 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Morgan,18109,Morgan,BAKER,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,FRANKLIN 1,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 1,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 2,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 3,WRITEIN,,,EARLY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 4,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 5,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 6,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GEORGETOWN 7,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 1,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 2,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 3,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 4,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 5,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,GREENVILLE 6,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 1,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 2,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 3,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 4,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 5,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 6,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,LAFAYETTE 7,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 01,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 03,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 05,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 07,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 09,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 10,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 11,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 13,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 14,WRITEIN,,,EARLY,2,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 16,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 18,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 19,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 20,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 21,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 22,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 23,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 24,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 25,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 26,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 27,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 28,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 29,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 30,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 31,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 32,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 33,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 34,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 35,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 36,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 37,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 38,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 39,WRITEIN,,,EARLY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 40,WRITEIN,,,EARLY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Floyd,18043,Floyd,NEW ALBANY 41,WRITEIN,,,EARLY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
